"","cty","STATE","FIPS","staTeabb","county","matchfield"
"2388","Hamlin","South Dakota","46057","SD","HAMLIN","HAMLIN SD"
"2389","Hand","South Dakota","46059","SD","HAND","HAND SD"
"2390","Hanson","South Dakota","46061","SD","HANSON","HANSON SD"
"2391","Harding","South Dakota","46063","SD","HARDING","HARDING SD"
"2392","Hughes","South Dakota","46065","SD","HUGHES","HUGHES SD"
"2393","Hutchinson","South Dakota","46067","SD","HUTCHINSON","HUTCHINSON SD"
"2394","Hyde","South Dakota","46069","SD","HYDE","HYDE SD"
"2395","Jackson","South Dakota","46071","SD","JACKSON","JACKSON SD"
"2396","Jerauld","South Dakota","46073","SD","JERAULD","JERAULD SD"
"2397","Jones","South Dakota","46075","SD","JONES","JONES SD"
"2398","Kingsbury","South Dakota","46077","SD","KINGSBURY","KINGSBURY SD"
"2399","Lake","South Dakota","46079","SD","LAKE","LAKE SD"
"2400","Lawrence","South Dakota","46081","SD","LAWRENCE","LAWRENCE SD"
"2401","Lincoln","South Dakota","46083","SD","LINCOLN","LINCOLN SD"
"2402","Lyman","South Dakota","46085","SD","LYMAN","LYMAN SD"
"2403","McCook","South Dakota","46087","SD","MCCOOK","MCCOOK SD"
"2404","McPherson","South Dakota","46089","SD","MCPHERSON","MCPHERSON SD"
"2405","Marshall","South Dakota","46091","SD","MARSHALL","MARSHALL SD"
"2406","Meade","South Dakota","46093","SD","MEADE","MEADE SD"
"2407","Mellette","South Dakota","46095","SD","MELLETTE","MELLETTE SD"
"2408","Miner","South Dakota","46097","SD","MINER","MINER SD"
"2409","Minnehaha","South Dakota","46099","SD","MINNEHAHA","MINNEHAHA SD"
"2410","Moody","South Dakota","46101","SD","MOODY","MOODY SD"
"2411","Pennington","South Dakota","46103","SD","PENNINGTON","PENNINGTON SD"
"2412","Perkins","South Dakota","46105","SD","PERKINS","PERKINS SD"
"2413","Potter","South Dakota","46107","SD","POTTER","POTTER SD"
"2414","Roberts","South Dakota","46109","SD","ROBERTS","ROBERTS SD"
"2415","Sanborn","South Dakota","46111","SD","SANBORN","SANBORN SD"
"2416","Shannon","South Dakota","46113","SD","SHANNON","SHANNON SD"
"2417","Spink","South Dakota","46115","SD","SPINK","SPINK SD"
"2418","Stanley","South Dakota","46117","SD","STANLEY","STANLEY SD"
"2419","Sully","South Dakota","46119","SD","SULLY","SULLY SD"
"2420","Todd","South Dakota","46121","SD","TODD","TODD SD"
"2421","Tripp","South Dakota","46123","SD","TRIPP","TRIPP SD"
"2422","Turner","South Dakota","46125","SD","TURNER","TURNER SD"
"2423","Union","South Dakota","46127","SD","UNION","UNION SD"
"2424","Walworth","South Dakota","46129","SD","WALWORTH","WALWORTH SD"
"2425","Yankton","South Dakota","46135","SD","YANKTON","YANKTON SD"
"2426","Ziebach","South Dakota","46137","SD","ZIEBACH","ZIEBACH SD"
"2427","Anderson","Tennessee","47001","TN","ANDERSON","ANDERSON TN"
"2428","Bedford","Tennessee","47003","TN","BEDFORD","BEDFORD TN"
"2429","Benton","Tennessee","47005","TN","BENTON","BENTON TN"
"2430","Bledsoe","Tennessee","47007","TN","BLEDSOE","BLEDSOE TN"
"2431","Blount","Tennessee","47009","TN","BLOUNT","BLOUNT TN"
"2432","Bradley","Tennessee","47011","TN","BRADLEY","BRADLEY TN"
"2433","Campbell","Tennessee","47013","TN","CAMPBELL","CAMPBELL TN"
"2434","Cannon","Tennessee","47015","TN","CANNON","CANNON TN"
"2435","Carroll","Tennessee","47017","TN","CARROLL","CARROLL TN"
"2436","Carter","Tennessee","47019","TN","CARTER","CARTER TN"
"2437","Cheatham","Tennessee","47021","TN","CHEATHAM","CHEATHAM TN"
"2438","Chester","Tennessee","47023","TN","CHESTER","CHESTER TN"
"2439","Claiborne","Tennessee","47025","TN","CLAIBORNE","CLAIBORNE TN"
"2440","Clay","Tennessee","47027","TN","CLAY","CLAY TN"
"2441","Cocke","Tennessee","47029","TN","COCKE","COCKE TN"
"2442","Coffee","Tennessee","47031","TN","COFFEE","COFFEE TN"
"2443","Crockett","Tennessee","47033","TN","CROCKETT","CROCKETT TN"
"2444","Cumberland","Tennessee","47035","TN","CUMBERLAND","CUMBERLAND TN"
"2445","Davidson","Tennessee","47037","TN","DAVIDSON","DAVIDSON TN"
"2446","Decatur","Tennessee","47039","TN","DECATUR","DECATUR TN"
"2447","DeKalb","Tennessee","47041","TN","DEKALB","DEKALB TN"
"2448","Dickson","Tennessee","47043","TN","DICKSON","DICKSON TN"
"2449","Dyer","Tennessee","47045","TN","DYER","DYER TN"
"2450","Fayette","Tennessee","47047","TN","FAYETTE","FAYETTE TN"
"2451","Fentress","Tennessee","47049","TN","FENTRESS","FENTRESS TN"
"2452","Franklin","Tennessee","47051","TN","FRANKLIN","FRANKLIN TN"
"2453","Gibson","Tennessee","47053","TN","GIBSON","GIBSON TN"
"2454","Giles","Tennessee","47055","TN","GILES","GILES TN"
"2455","Grainger","Tennessee","47057","TN","GRAINGER","GRAINGER TN"
"2456","Greene","Tennessee","47059","TN","GREENE","GREENE TN"
"2457","Grundy","Tennessee","47061","TN","GRUNDY","GRUNDY TN"
"2458","Hamblen","Tennessee","47063","TN","HAMBLEN","HAMBLEN TN"
"2459","Hamilton","Tennessee","47065","TN","HAMILTON","HAMILTON TN"
"2460","Hancock","Tennessee","47067","TN","HANCOCK","HANCOCK TN"
"2461","Hardeman","Tennessee","47069","TN","HARDEMAN","HARDEMAN TN"
"2462","Hardin","Tennessee","47071","TN","HARDIN","HARDIN TN"
"2463","Hawkins","Tennessee","47073","TN","HAWKINS","HAWKINS TN"
"2464","Haywood","Tennessee","47075","TN","HAYWOOD","HAYWOOD TN"
"2465","Henderson","Tennessee","47077","TN","HENDERSON","HENDERSON TN"
"2466","Henry","Tennessee","47079","TN","HENRY","HENRY TN"
"2467","Hickman","Tennessee","47081","TN","HICKMAN","HICKMAN TN"
"2468","Houston","Tennessee","47083","TN","HOUSTON","HOUSTON TN"
"2469","Humphreys","Tennessee","47085","TN","HUMPHREYS","HUMPHREYS TN"
"2470","Jackson","Tennessee","47087","TN","JACKSON","JACKSON TN"
"2471","Jefferson","Tennessee","47089","TN","JEFFERSON","JEFFERSON TN"
"2472","Johnson","Tennessee","47091","TN","JOHNSON","JOHNSON TN"
"2473","Knox","Tennessee","47093","TN","KNOX","KNOX TN"
"2474","Lake","Tennessee","47095","TN","LAKE","LAKE TN"
"2475","Lauderdale","Tennessee","47097","TN","LAUDERDALE","LAUDERDALE TN"
"2476","Lawrence","Tennessee","47099","TN","LAWRENCE","LAWRENCE TN"
"2477","Lewis","Tennessee","47101","TN","LEWIS","LEWIS TN"
"2478","Lincoln","Tennessee","47103","TN","LINCOLN","LINCOLN TN"
"2479","Loudon","Tennessee","47105","TN","LOUDON","LOUDON TN"
"2480","McMinn","Tennessee","47107","TN","MCMINN","MCMINN TN"
"2481","McNairy","Tennessee","47109","TN","MCNAIRY","MCNAIRY TN"
"2482","Macon","Tennessee","47111","TN","MACON","MACON TN"
"2483","Madison","Tennessee","47113","TN","MADISON","MADISON TN"
"2484","Marion","Tennessee","47115","TN","MARION","MARION TN"
"2485","Marshall","Tennessee","47117","TN","MARSHALL","MARSHALL TN"
"2486","Maury","Tennessee","47119","TN","MAURY","MAURY TN"
"2487","Meigs","Tennessee","47121","TN","MEIGS","MEIGS TN"
"2488","Monroe","Tennessee","47123","TN","MONROE","MONROE TN"
"2489","Montgomery","Tennessee","47125","TN","MONTGOMERY","MONTGOMERY TN"
"2490","Moore","Tennessee","47127","TN","MOORE","MOORE TN"
"2491","Morgan","Tennessee","47129","TN","MORGAN","MORGAN TN"
"2492","Obion","Tennessee","47131","TN","OBION","OBION TN"
"2493","Overton","Tennessee","47133","TN","OVERTON","OVERTON TN"
"2494","Perry","Tennessee","47135","TN","PERRY","PERRY TN"
"2495","Pickett","Tennessee","47137","TN","PICKETT","PICKETT TN"
"2496","Polk","Tennessee","47139","TN","POLK","POLK TN"
"2497","Putnam","Tennessee","47141","TN","PUTNAM","PUTNAM TN"
"2498","Rhea","Tennessee","47143","TN","RHEA","RHEA TN"
"2499","Roane","Tennessee","47145","TN","ROANE","ROANE TN"
"2500","Robertson","Tennessee","47147","TN","ROBERTSON","ROBERTSON TN"
"2501","Rutherford","Tennessee","47149","TN","RUTHERFORD","RUTHERFORD TN"
"2502","Scott","Tennessee","47151","TN","SCOTT","SCOTT TN"
"2503","Sequatchie","Tennessee","47153","TN","SEQUATCHIE","SEQUATCHIE TN"
"2504","Sevier","Tennessee","47155","TN","SEVIER","SEVIER TN"
"2505","Shelby","Tennessee","47157","TN","SHELBY","SHELBY TN"
"2506","Smith","Tennessee","47159","TN","SMITH","SMITH TN"
"2507","Stewart","Tennessee","47161","TN","STEWART","STEWART TN"
"2508","Sullivan","Tennessee","47163","TN","SULLIVAN","SULLIVAN TN"
"2509","Sumner","Tennessee","47165","TN","SUMNER","SUMNER TN"
"2510","Tipton","Tennessee","47167","TN","TIPTON","TIPTON TN"
"2511","Trousdale","Tennessee","47169","TN","TROUSDALE","TROUSDALE TN"
"2512","Unicoi","Tennessee","47171","TN","UNICOI","UNICOI TN"
"2513","Union","Tennessee","47173","TN","UNION","UNION TN"
"2514","Van Buren","Tennessee","47175","TN","VAN BUREN","VAN BUREN TN"
"2515","Warren","Tennessee","47177","TN","WARREN","WARREN TN"
"2516","Washington","Tennessee","47179","TN","WASHINGTON","WASHINGTON TN"
"2517","Wayne","Tennessee","47181","TN","WAYNE","WAYNE TN"
"2518","Weakley","Tennessee","47183","TN","WEAKLEY","WEAKLEY TN"
"2519","White","Tennessee","47185","TN","WHITE","WHITE TN"
"2520","Williamson","Tennessee","47187","TN","WILLIAMSON","WILLIAMSON TN"
"2521","Wilson","Tennessee","47189","TN","WILSON","WILSON TN"
"2522","Anderson","Texas","48001","TX","ANDERSON","ANDERSON TX"
"2523","Andrews","Texas","48003","TX","ANDREWS","ANDREWS TX"
"2524","Angelina","Texas","48005","TX","ANGELINA","ANGELINA TX"
"2525","Aransas","Texas","48007","TX","ARANSAS","ARANSAS TX"
"2526","Archer","Texas","48009","TX","ARCHER","ARCHER TX"
"2527","Armstrong","Texas","48011","TX","ARMSTRONG","ARMSTRONG TX"
"2528","Atascosa","Texas","48013","TX","ATASCOSA","ATASCOSA TX"
"2529","Austin","Texas","48015","TX","AUSTIN","AUSTIN TX"
"2530","Bailey","Texas","48017","TX","BAILEY","BAILEY TX"
"2531","Bandera","Texas","48019","TX","BANDERA","BANDERA TX"
"2532","Bastrop","Texas","48021","TX","BASTROP","BASTROP TX"
"2533","Baylor","Texas","48023","TX","BAYLOR","BAYLOR TX"
"2534","Bee","Texas","48025","TX","BEE","BEE TX"
"2535","Bell","Texas","48027","TX","BELL","BELL TX"
"2536","Bexar","Texas","48029","TX","BEXAR","BEXAR TX"
"2537","Blanco","Texas","48031","TX","BLANCO","BLANCO TX"
"2538","Borden","Texas","48033","TX","BORDEN","BORDEN TX"
"2539","Bosque","Texas","48035","TX","BOSQUE","BOSQUE TX"
"2540","Bowie","Texas","48037","TX","BOWIE","BOWIE TX"
"2541","Brazoria","Texas","48039","TX","BRAZORIA","BRAZORIA TX"
"2542","Brazos","Texas","48041","TX","BRAZOS","BRAZOS TX"
"2543","Brewster","Texas","48043","TX","BREWSTER","BREWSTER TX"
"2544","Briscoe","Texas","48045","TX","BRISCOE","BRISCOE TX"
"2545","Brooks","Texas","48047","TX","BROOKS","BROOKS TX"
"2546","Brown","Texas","48049","TX","BROWN","BROWN TX"
"2547","Burleson","Texas","48051","TX","BURLESON","BURLESON TX"
"2548","Burnet","Texas","48053","TX","BURNET","BURNET TX"
"2549","Caldwell","Texas","48055","TX","CALDWELL","CALDWELL TX"
"2550","Calhoun","Texas","48057","TX","CALHOUN","CALHOUN TX"
"2551","Callahan","Texas","48059","TX","CALLAHAN","CALLAHAN TX"
"2552","Cameron","Texas","48061","TX","CAMERON","CAMERON TX"
"2553","Camp","Texas","48063","TX","CAMP","CAMP TX"
"2554","Carson","Texas","48065","TX","CARSON","CARSON TX"
"2555","Cass","Texas","48067","TX","CASS","CASS TX"
"2556","Castro","Texas","48069","TX","CASTRO","CASTRO TX"
"2557","Chambers","Texas","48071","TX","CHAMBERS","CHAMBERS TX"
"2558","Cherokee","Texas","48073","TX","CHEROKEE","CHEROKEE TX"
"2559","Childress","Texas","48075","TX","CHILDRESS","CHILDRESS TX"
"2560","Clay","Texas","48077","TX","CLAY","CLAY TX"
"2561","Cochran","Texas","48079","TX","COCHRAN","COCHRAN TX"
"2562","Coke","Texas","48081","TX","COKE","COKE TX"
"2563","Coleman","Texas","48083","TX","COLEMAN","COLEMAN TX"
"2564","Collin","Texas","48085","TX","COLLIN","COLLIN TX"
"2565","Collingsworth","Texas","48087","TX","COLLINGSWORTH","COLLINGSWORTH TX"
"2566","Colorado","Texas","48089","TX","COLORADO","COLORADO TX"
"2567","Comal","Texas","48091","TX","COMAL","COMAL TX"
"2568","Comanche","Texas","48093","TX","COMANCHE","COMANCHE TX"
"2569","Concho","Texas","48095","TX","CONCHO","CONCHO TX"
"2570","Cooke","Texas","48097","TX","COOKE","COOKE TX"
"2571","Coryell","Texas","48099","TX","CORYELL","CORYELL TX"
"2572","Cottle","Texas","48101","TX","COTTLE","COTTLE TX"
"2573","Crane","Texas","48103","TX","CRANE","CRANE TX"
"2574","Crockett","Texas","48105","TX","CROCKETT","CROCKETT TX"
"2575","Crosby","Texas","48107","TX","CROSBY","CROSBY TX"
"2576","Culberson","Texas","48109","TX","CULBERSON","CULBERSON TX"
"2577","Dallam","Texas","48111","TX","DALLAM","DALLAM TX"
"2578","Dallas","Texas","48113","TX","DALLAS","DALLAS TX"
"2579","Dawson","Texas","48115","TX","DAWSON","DAWSON TX"
"2580","Deaf Smith","Texas","48117","TX","DEAF SMITH","DEAF SMITH TX"
"2581","Delta","Texas","48119","TX","DELTA","DELTA TX"
"2582","Denton","Texas","48121","TX","DENTON","DENTON TX"
"2583","DeWitt","Texas","48123","TX","DEWITT","DEWITT TX"
"2584","Dickens","Texas","48125","TX","DICKENS","DICKENS TX"
"2585","Dimmit","Texas","48127","TX","DIMMIT","DIMMIT TX"
"2586","Donley","Texas","48129","TX","DONLEY","DONLEY TX"
"2587","Duval","Texas","48131","TX","DUVAL","DUVAL TX"
"2588","Eastland","Texas","48133","TX","EASTLAND","EASTLAND TX"
"2589","Ector","Texas","48135","TX","ECTOR","ECTOR TX"
"2590","Edwards","Texas","48137","TX","EDWARDS","EDWARDS TX"
"2591","Ellis","Texas","48139","TX","ELLIS","ELLIS TX"
"2592","El Paso","Texas","48141","TX","EL PASO","EL PASO TX"
"2593","Erath","Texas","48143","TX","ERATH","ERATH TX"
"2594","Falls","Texas","48145","TX","FALLS","FALLS TX"
"2595","Fannin","Texas","48147","TX","FANNIN","FANNIN TX"
"2596","Fayette","Texas","48149","TX","FAYETTE","FAYETTE TX"
"2597","Fisher","Texas","48151","TX","FISHER","FISHER TX"
"2598","Floyd","Texas","48153","TX","FLOYD","FLOYD TX"
"2599","Foard","Texas","48155","TX","FOARD","FOARD TX"
"2600","Fort Bend","Texas","48157","TX","FORT BEND","FORT BEND TX"
"2601","Franklin","Texas","48159","TX","FRANKLIN","FRANKLIN TX"
"2602","Freestone","Texas","48161","TX","FREESTONE","FREESTONE TX"
"2603","Frio","Texas","48163","TX","FRIO","FRIO TX"
"2604","Gaines","Texas","48165","TX","GAINES","GAINES TX"
"2605","Galveston","Texas","48167","TX","GALVESTON","GALVESTON TX"
"2606","Garza","Texas","48169","TX","GARZA","GARZA TX"
"2607","Gillespie","Texas","48171","TX","GILLESPIE","GILLESPIE TX"
"2608","Glasscock","Texas","48173","TX","GLASSCOCK","GLASSCOCK TX"
"2609","Goliad","Texas","48175","TX","GOLIAD","GOLIAD TX"
"2610","Gonzales","Texas","48177","TX","GONZALES","GONZALES TX"
"2611","Gray","Texas","48179","TX","GRAY","GRAY TX"
"2612","Grayson","Texas","48181","TX","GRAYSON","GRAYSON TX"
"2613","Gregg","Texas","48183","TX","GREGG","GREGG TX"
"2614","Grimes","Texas","48185","TX","GRIMES","GRIMES TX"
"2615","Guadalupe","Texas","48187","TX","GUADALUPE","GUADALUPE TX"
"2616","Hale","Texas","48189","TX","HALE","HALE TX"
"2617","Hall","Texas","48191","TX","HALL","HALL TX"
"2618","Hamilton","Texas","48193","TX","HAMILTON","HAMILTON TX"
"2619","Hansford","Texas","48195","TX","HANSFORD","HANSFORD TX"
"2620","Hardeman","Texas","48197","TX","HARDEMAN","HARDEMAN TX"
"2621","Hardin","Texas","48199","TX","HARDIN","HARDIN TX"
"2622","Harris","Texas","48201","TX","HARRIS","HARRIS TX"
"2623","Harrison","Texas","48203","TX","HARRISON","HARRISON TX"
"2624","Hartley","Texas","48205","TX","HARTLEY","HARTLEY TX"
"2625","Haskell","Texas","48207","TX","HASKELL","HASKELL TX"
"2626","Hays","Texas","48209","TX","HAYS","HAYS TX"
"2627","Hemphill","Texas","48211","TX","HEMPHILL","HEMPHILL TX"
"2628","Henderson","Texas","48213","TX","HENDERSON","HENDERSON TX"
"2629","Hidalgo","Texas","48215","TX","HIDALGO","HIDALGO TX"
"2630","Hill","Texas","48217","TX","HILL","HILL TX"
"2631","Hockley","Texas","48219","TX","HOCKLEY","HOCKLEY TX"
"2632","Hood","Texas","48221","TX","HOOD","HOOD TX"
"2633","Hopkins","Texas","48223","TX","HOPKINS","HOPKINS TX"
"2634","Houston","Texas","48225","TX","HOUSTON","HOUSTON TX"
"2635","Howard","Texas","48227","TX","HOWARD","HOWARD TX"
"2636","Hudspeth","Texas","48229","TX","HUDSPETH","HUDSPETH TX"
"2637","Hunt","Texas","48231","TX","HUNT","HUNT TX"
"2638","Hutchinson","Texas","48233","TX","HUTCHINSON","HUTCHINSON TX"
"2639","Irion","Texas","48235","TX","IRION","IRION TX"
"2640","Jack","Texas","48237","TX","JACK","JACK TX"
"2641","Jackson","Texas","48239","TX","JACKSON","JACKSON TX"
"2642","Jasper","Texas","48241","TX","JASPER","JASPER TX"
"2643","Jeff Davis","Texas","48243","TX","JEFF DAVIS","JEFF DAVIS TX"
"2644","Jefferson","Texas","48245","TX","JEFFERSON","JEFFERSON TX"
"2645","Jim Hogg","Texas","48247","TX","JIM HOGG","JIM HOGG TX"
"2646","Jim Wells","Texas","48249","TX","JIM WELLS","JIM WELLS TX"
"2647","Johnson","Texas","48251","TX","JOHNSON","JOHNSON TX"
"2648","Jones","Texas","48253","TX","JONES","JONES TX"
"2649","Karnes","Texas","48255","TX","KARNES","KARNES TX"
"2650","Kaufman","Texas","48257","TX","KAUFMAN","KAUFMAN TX"
"2651","Kendall","Texas","48259","TX","KENDALL","KENDALL TX"
"2652","Kenedy","Texas","48261","TX","KENEDY","KENEDY TX"
"2653","Kent","Texas","48263","TX","KENT","KENT TX"
"2654","Kerr","Texas","48265","TX","KERR","KERR TX"
"2655","Kimble","Texas","48267","TX","KIMBLE","KIMBLE TX"
"2656","King","Texas","48269","TX","KING","KING TX"
"2657","Kinney","Texas","48271","TX","KINNEY","KINNEY TX"
"2658","Kleberg","Texas","48273","TX","KLEBERG","KLEBERG TX"
"2659","Knox","Texas","48275","TX","KNOX","KNOX TX"
"2660","Lamar","Texas","48277","TX","LAMAR","LAMAR TX"
"2661","Lamb","Texas","48279","TX","LAMB","LAMB TX"
"2662","Lampasas","Texas","48281","TX","LAMPASAS","LAMPASAS TX"
"2663","La Salle","Texas","48283","TX","LA SALLE","LA SALLE TX"
"2664","Lavaca","Texas","48285","TX","LAVACA","LAVACA TX"
"2665","Lee","Texas","48287","TX","LEE","LEE TX"
"2666","Leon","Texas","48289","TX","LEON","LEON TX"
"2667","Liberty","Texas","48291","TX","LIBERTY","LIBERTY TX"
"2668","Limestone","Texas","48293","TX","LIMESTONE","LIMESTONE TX"
"2669","Lipscomb","Texas","48295","TX","LIPSCOMB","LIPSCOMB TX"
"2670","Live Oak","Texas","48297","TX","LIVE OAK","LIVE OAK TX"
"2671","Llano","Texas","48299","TX","LLANO","LLANO TX"
"2672","Loving","Texas","48301","TX","LOVING","LOVING TX"
"2673","Lubbock","Texas","48303","TX","LUBBOCK","LUBBOCK TX"
"2674","Lynn","Texas","48305","TX","LYNN","LYNN TX"
"2675","McCulloch","Texas","48307","TX","MCCULLOCH","MCCULLOCH TX"
"2676","McLennan","Texas","48309","TX","MCLENNAN","MCLENNAN TX"
"2677","McMullen","Texas","48311","TX","MCMULLEN","MCMULLEN TX"
"2678","Madison","Texas","48313","TX","MADISON","MADISON TX"
"2679","Marion","Texas","48315","TX","MARION","MARION TX"
"2680","Martin","Texas","48317","TX","MARTIN","MARTIN TX"
"2681","Mason","Texas","48319","TX","MASON","MASON TX"
"2682","Matagorda","Texas","48321","TX","MATAGORDA","MATAGORDA TX"
"2683","Maverick","Texas","48323","TX","MAVERICK","MAVERICK TX"
"2684","Medina","Texas","48325","TX","MEDINA","MEDINA TX"
"2685","Menard","Texas","48327","TX","MENARD","MENARD TX"
"2686","Midland","Texas","48329","TX","MIDLAND","MIDLAND TX"
"2687","Milam","Texas","48331","TX","MILAM","MILAM TX"
"2688","Mills","Texas","48333","TX","MILLS","MILLS TX"
"2689","Mitchell","Texas","48335","TX","MITCHELL","MITCHELL TX"
"2690","Montague","Texas","48337","TX","MONTAGUE","MONTAGUE TX"
"2691","Montgomery","Texas","48339","TX","MONTGOMERY","MONTGOMERY TX"
"2692","Moore","Texas","48341","TX","MOORE","MOORE TX"
"2693","Morris","Texas","48343","TX","MORRIS","MORRIS TX"
"2694","Motley","Texas","48345","TX","MOTLEY","MOTLEY TX"
"2695","Nacogdoches","Texas","48347","TX","NACOGDOCHES","NACOGDOCHES TX"
"2696","Navarro","Texas","48349","TX","NAVARRO","NAVARRO TX"
"2697","Newton","Texas","48351","TX","NEWTON","NEWTON TX"
"2698","Nolan","Texas","48353","TX","NOLAN","NOLAN TX"
"2699","Nueces","Texas","48355","TX","NUECES","NUECES TX"
"2700","Ochiltree","Texas","48357","TX","OCHILTREE","OCHILTREE TX"
"2701","Oldham","Texas","48359","TX","OLDHAM","OLDHAM TX"
"2702","Orange","Texas","48361","TX","ORANGE","ORANGE TX"
"2703","Palo Pinto","Texas","48363","TX","PALO PINTO","PALO PINTO TX"
"2704","Panola","Texas","48365","TX","PANOLA","PANOLA TX"
"2705","Parker","Texas","48367","TX","PARKER","PARKER TX"
"2706","Parmer","Texas","48369","TX","PARMER","PARMER TX"
"2707","Pecos","Texas","48371","TX","PECOS","PECOS TX"
"2708","Polk","Texas","48373","TX","POLK","POLK TX"
"2709","Potter","Texas","48375","TX","POTTER","POTTER TX"
"2710","Presidio","Texas","48377","TX","PRESIDIO","PRESIDIO TX"
"2711","Rains","Texas","48379","TX","RAINS","RAINS TX"
"2712","Randall","Texas","48381","TX","RANDALL","RANDALL TX"
"2713","Reagan","Texas","48383","TX","REAGAN","REAGAN TX"
"2714","Real","Texas","48385","TX","REAL","REAL TX"
"2715","Red River","Texas","48387","TX","RED RIVER","RED RIVER TX"
"2716","Reeves","Texas","48389","TX","REEVES","REEVES TX"
"2717","Refugio","Texas","48391","TX","REFUGIO","REFUGIO TX"
"2718","Roberts","Texas","48393","TX","ROBERTS","ROBERTS TX"
"2719","Robertson","Texas","48395","TX","ROBERTSON","ROBERTSON TX"
"2720","Rockwall","Texas","48397","TX","ROCKWALL","ROCKWALL TX"
"2721","Runnels","Texas","48399","TX","RUNNELS","RUNNELS TX"
"2722","Rusk","Texas","48401","TX","RUSK","RUSK TX"
"2723","Sabine","Texas","48403","TX","SABINE","SABINE TX"
"2724","San Augustine","Texas","48405","TX","SAN AUGUSTINE","SAN AUGUSTINE TX"
"2725","San Jacinto","Texas","48407","TX","SAN JACINTO","SAN JACINTO TX"
"2726","San Patricio","Texas","48409","TX","SAN PATRICIO","SAN PATRICIO TX"
"2727","San Saba","Texas","48411","TX","SAN SABA","SAN SABA TX"
"2728","Schleicher","Texas","48413","TX","SCHLEICHER","SCHLEICHER TX"
"2729","Scurry","Texas","48415","TX","SCURRY","SCURRY TX"
"2730","Shackelford","Texas","48417","TX","SHACKELFORD","SHACKELFORD TX"
"2731","Shelby","Texas","48419","TX","SHELBY","SHELBY TX"
"2732","Sherman","Texas","48421","TX","SHERMAN","SHERMAN TX"
"2733","Smith","Texas","48423","TX","SMITH","SMITH TX"
"2734","Somervell","Texas","48425","TX","SOMERVELL","SOMERVELL TX"
"2735","Starr","Texas","48427","TX","STARR","STARR TX"
"2736","Stephens","Texas","48429","TX","STEPHENS","STEPHENS TX"
"2737","Sterling","Texas","48431","TX","STERLING","STERLING TX"
"2738","Stonewall","Texas","48433","TX","STONEWALL","STONEWALL TX"
"2739","Sutton","Texas","48435","TX","SUTTON","SUTTON TX"
"2740","Swisher","Texas","48437","TX","SWISHER","SWISHER TX"
"2741","Tarrant","Texas","48439","TX","TARRANT","TARRANT TX"
"2742","Taylor","Texas","48441","TX","TAYLOR","TAYLOR TX"
"2743","Terrell","Texas","48443","TX","TERRELL","TERRELL TX"
"2744","Terry","Texas","48445","TX","TERRY","TERRY TX"
"2745","Throckmorton","Texas","48447","TX","THROCKMORTON","THROCKMORTON TX"
"2746","Titus","Texas","48449","TX","TITUS","TITUS TX"
"2747","Tom Green","Texas","48451","TX","TOM GREEN","TOM GREEN TX"
"2748","Travis","Texas","48453","TX","TRAVIS","TRAVIS TX"
"2749","Trinity","Texas","48455","TX","TRINITY","TRINITY TX"
"2750","Tyler","Texas","48457","TX","TYLER","TYLER TX"
"2751","Upshur","Texas","48459","TX","UPSHUR","UPSHUR TX"
"2752","Upton","Texas","48461","TX","UPTON","UPTON TX"
"2753","Uvalde","Texas","48463","TX","UVALDE","UVALDE TX"
"2754","Val Verde","Texas","48465","TX","VAL VERDE","VAL VERDE TX"
"2755","Van Zandt","Texas","48467","TX","VAN ZANDT","VAN ZANDT TX"
"2756","Victoria","Texas","48469","TX","VICTORIA","VICTORIA TX"
"2757","Walker","Texas","48471","TX","WALKER","WALKER TX"
"2758","Waller","Texas","48473","TX","WALLER","WALLER TX"
"2759","Ward","Texas","48475","TX","WARD","WARD TX"
"2760","Washington","Texas","48477","TX","WASHINGTON","WASHINGTON TX"
"2761","Webb","Texas","48479","TX","WEBB","WEBB TX"
"2762","Wharton","Texas","48481","TX","WHARTON","WHARTON TX"
"2763","Wheeler","Texas","48483","TX","WHEELER","WHEELER TX"
"2764","Wichita","Texas","48485","TX","WICHITA","WICHITA TX"
"2765","Wilbarger","Texas","48487","TX","WILBARGER","WILBARGER TX"
"2766","Willacy","Texas","48489","TX","WILLACY","WILLACY TX"
"2767","Williamson","Texas","48491","TX","WILLIAMSON","WILLIAMSON TX"
"2768","Wilson","Texas","48493","TX","WILSON","WILSON TX"
"2769","Winkler","Texas","48495","TX","WINKLER","WINKLER TX"
"2770","Wise","Texas","48497","TX","WISE","WISE TX"
"2771","Wood","Texas","48499","TX","WOOD","WOOD TX"
"2772","Yoakum","Texas","48501","TX","YOAKUM","YOAKUM TX"
"2773","Young","Texas","48503","TX","YOUNG","YOUNG TX"
"2774","Zapata","Texas","48505","TX","ZAPATA","ZAPATA TX"
"2775","Zavala","Texas","48507","TX","ZAVALA","ZAVALA TX"
"2776","Beaver","Utah","49001","UT","BEAVER","BEAVER UT"
"2777","Box Elder","Utah","49003","UT","BOX ELDER","BOX ELDER UT"
"2778","Cache","Utah","49005","UT","CACHE","CACHE UT"
"2779","Carbon","Utah","49007","UT","CARBON","CARBON UT"
"2780","Daggett","Utah","49009","UT","DAGGETT","DAGGETT UT"
"2781","Davis","Utah","49011","UT","DAVIS","DAVIS UT"
"2782","Duchesne","Utah","49013","UT","DUCHESNE","DUCHESNE UT"
